date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:47	12673/12673	U-----	200	untouched ('OK')	image/svg+xml	etag:%223181-6236e62f6bb10%22	https://proficient-bimsolutions.com/preview/images/logo.svg	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/logo.svg	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:47	62218/62218	U-----	200	untouched ('OK')	text/css	etag:%22f30a-59864a3929f00%22	https://proficient-bimsolutions.com/preview/plugins/revolution/revolution/css/navigation.css	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/plugins/revolution/revolution/css/navigation.css	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:48	26955/26955	U--M-Z	200	updated ('OK')	text/html	etag:%22694b-623efb24a4184-gzip%22	https://proficient-bimsolutions.com/preview/about-us.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/about-us.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:48	21403/21403	U--M-Z	200	updated ('OK')	text/html	etag:%22539b-623efb52ae570-gzip%22	https://proficient-bimsolutions.com/preview/architectural-bim-services.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/architectural-bim-services.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:48	20789/20789	U--M-Z	200	updated ('OK')	text/html	etag:%225135-623efb83c9813-gzip%22	https://proficient-bimsolutions.com/preview/structural-bim-services.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/structural-bim-services.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:48	507/507	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:24:49%20GMT	https://proficient-bimsolutions.com/preview/css/Flaticon.svg	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/css/Flaticon.svg	(from https://proficient-bimsolutions.com/preview/css/flaticon.css)
15:54:48	20856/20856	U--M-Z	200	updated ('OK')	text/html	etag:%225178-623efb67363fd-gzip%22	https://proficient-bimsolutions.com/preview/interior-bim-services.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/interior-bim-services.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:48	21884/21884	U--M-Z	200	updated ('OK')	text/html	etag:%22557c-623efb73f47cc-gzip%22	https://proficient-bimsolutions.com/preview/mep-bim-services.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/mep-bim-services.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:48	21941/21941	U--M-Z	200	updated ('OK')	text/html	etag:%2255b5-623efb6d8f054-gzip%22	https://proficient-bimsolutions.com/preview/landscape-bim-services.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/landscape-bim-services.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:49	513/513	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:24:50%20GMT	https://proficient-bimsolutions.com/preview/css/owl.video.play.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/css/owl.video.play.png	(from https://proficient-bimsolutions.com/preview/css/owl.carousel.min.css)
15:54:51	21882/21882	U--M-Z	200	updated ('OK')	text/html	etag:%22557a-623efb7d95d7d-gzip%22	https://proficient-bimsolutions.com/preview/scan-to-bim-services.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/scan-to-bim-services.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:51	30576/30576	U--M-Z	200	updated ('OK')	text/html	etag:%227770-623efb59a8bbd-gzip%22	https://proficient-bimsolutions.com/preview/bim-projects.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/bim-projects.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:51	19549/19549	U--M-Z	200	updated ('OK')	text/html	etag:%224c5d-623efb60e50be-gzip%22	https://proficient-bimsolutions.com/preview/contact.html	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/contact.html	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:51	134440/134440	U-----	200	untouched ('')	image/webp	etag:%2220d28-623820de0f495%22	https://proficient-bimsolutions.com/preview/images/revit-structure.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/revit-structure.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:52	214770/214770	U-----	200	untouched ('')	image/webp	etag:%22346f2-623820dd41794%22	https://proficient-bimsolutions.com/preview/images/revit-architecture.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/revit-architecture.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:52	110804/110804	U-----	200	untouched ('')	image/webp	etag:%221b0d4-62395b3469877%22	https://proficient-bimsolutions.com/preview/images/image2-home1.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/image2-home1.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:52	196232/196232	U-----	200	untouched ('')	image/webp	etag:%222fe88-623820dde3d43%22	https://proficient-bimsolutions.com/preview/images/revit-mep-services.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/revit-mep-services.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:52	43145/43145	U-----	200	untouched ('')	image/png	etag:%22a889-623ed40073a56%22	https://proficient-bimsolutions.com/preview/images/clients/ALYSJ.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/clients/ALYSJ.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:52	11354/11354	U-----	200	untouched ('')	image/png	etag:%222c5a-623ed4018f95a%22	https://proficient-bimsolutions.com/preview/images/clients/images.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/clients/images.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:52	509/509	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:24:54%20GMT	https://proficient-bimsolutions.com/preview/img/vimeo-play.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/img/vimeo-play.png	(from https://proficient-bimsolutions.com/preview/css/lightgallery.css)
15:54:53	8977/8977	U-----	200	untouched ('')	image/png	etag:%222311-623ed401ba10b%22	https://proficient-bimsolutions.com/preview/images/clients/Larsen.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/clients/Larsen.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:53	509/509	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:24:54%20GMT	https://proficient-bimsolutions.com/preview/img/video-play.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/img/video-play.png	(from https://proficient-bimsolutions.com/preview/css/lightgallery.css)
15:54:53	14170/14170	U-----	200	untouched ('')	image/png	etag:%22375a-623ed405c114b%22	https://proficient-bimsolutions.com/preview/images/clients/red.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/clients/red.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:53	511/511	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:24:55%20GMT	https://proficient-bimsolutions.com/preview/img/youtube-play.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/img/youtube-play.png	(from https://proficient-bimsolutions.com/preview/css/lightgallery.css)
15:54:56	16035/16035	U-----	200	untouched ('')	image/png	etag:%223ea3-623ed406b018d%22	https://proficient-bimsolutions.com/preview/images/clients/Voltas.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/clients/Voltas.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	66524/66524	U-----	200	untouched ('')	image/png	etag:%22103dc-623ed40650e19%22	https://proficient-bimsolutions.com/preview/images/clients/slider7.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/clients/slider7.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	30118/30118	U-----	200	untouched ('')	image/webp	etag:%2275a6-623820dc123f8%22	https://proficient-bimsolutions.com/preview/images/residential-space.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/residential-space.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	36160/36160	U-----	200	untouched ('')	image/webp	etag:%228d40-623820d52cd96%22	https://proficient-bimsolutions.com/preview/images/commercial-building.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/commercial-building.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	4414/4414	U-----	200	untouched ('')	image/png	etag:%22113e-6236e6278ef9d%22	https://proficient-bimsolutions.com/preview/images/icons/construction_10941930.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/icons/construction_10941930.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	4272/4272	U-----	200	untouched ('')	image/png	etag:%2210b0-6236e6286e1f6%22	https://proficient-bimsolutions.com/preview/images/icons/joist_605810.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/icons/joist_605810.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	3772/3772	U-----	200	untouched ('')	image/png	etag:%22ebc-6236e627bb2a7%22	https://proficient-bimsolutions.com/preview/images/icons/interior-design_2400622.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/icons/interior-design_2400622.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:56	54232/54232	U-----	200	untouched ('')	image/webp	etag:%22d3d8-623820d5b35f4%22	https://proficient-bimsolutions.com/preview/images/high-rise-building.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/high-rise-building.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:59	4323/4323	U-----	200	untouched ('')	image/png	etag:%2210e3-6236e628981d8%22	https://proficient-bimsolutions.com/preview/images/icons/landscape_16132514.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/icons/landscape_16132514.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:59	2658/2658	U-----	200	untouched ('')	image/png	etag:%22a62-6236e629758d9%22	https://proficient-bimsolutions.com/preview/images/icons/scanning_11207804.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/icons/scanning_11207804.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:59	33984/33984	U-----	200	untouched ('')	image/webp	etag:%2284c0-623820d775d0e%22	https://proficient-bimsolutions.com/preview/images/projects/ALYSJ-Joint-Venture-Qatar.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/projects/ALYSJ-Joint-Venture-Qatar.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:54:59	4985/4985	U-----	200	untouched ('')	image/png	etag:%221379-6236e628c6fda%22	https://proficient-bimsolutions.com/preview/images/icons/pipes_10722776.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/icons/pipes_10722776.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:02	27408/27408	U-----	200	untouched ('')	image/webp	etag:%226b10-623820d7c9cd2%22	https://proficient-bimsolutions.com/preview/images/projects/Comfotec-Dubai.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/projects/Comfotec-Dubai.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:02	47594/47594	U-----	200	untouched ('')	image/webp	etag:%22b9ea-623820d96b87b%22	https://proficient-bimsolutions.com/preview/images/projects/LnT-Hyderabad.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/projects/LnT-Hyderabad.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:02	48970/48970	U-----	200	untouched ('')	image/webp	etag:%22bf4a-623820db1550d%22	https://proficient-bimsolutions.com/preview/images/projects/Voltas-Qatar.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/projects/Voltas-Qatar.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:02	19988/19988	U-----	200	untouched ('')	image/webp	etag:%224e14-623820d87d7d9%22	https://proficient-bimsolutions.com/preview/images/projects/IOBG-Mumbai.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/projects/IOBG-Mumbai.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	171045/171045	U-----	200	untouched ('')	image/png	etag:%2229c25-6236e62c3cfc7%22	https://proficient-bimsolutions.com/preview/images/image3-home1.png	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/image3-home1.png	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	134625/134625	U-----	200	untouched ('')	image/jpeg	etag:%2220de1-6236e62532f74%22	https://proficient-bimsolutions.com/preview/images/grid2.jpg	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/grid2.jpg	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	135227/135227	U-----	200	untouched ('')	image/jpeg	etag:%222103b-6236e625609ee%22	https://proficient-bimsolutions.com/preview/images/grid1.jpg	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/grid1.jpg	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	44988/44988	U-----	200	untouched ('')	image/webp	etag:%22afbc-623820d9e7cc8%22	https://proficient-bimsolutions.com/preview/images/projects/Sterling-Wilson.webp	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/projects/Sterling-Wilson.webp	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	12336/12336	U-----	200	untouched ('OK')	image/svg+xml	etag:%223030-6236e62e7f9af%22	https://proficient-bimsolutions.com/preview/images/logo-footer.svg	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/images/logo-footer.svg	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	50937/50937	U-----	200	untouched ('')	application/javascript	etag:%22c6f9-5a4bcde6c4e00%22	https://proficient-bimsolutions.com/preview/js/lightgallery-all.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/lightgallery-all.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	2784/2784	U-----	200	untouched ('')	application/javascript	etag:%22ae0-5a56b05074700%22	https://proficient-bimsolutions.com/preview/js/mousewheel.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/mousewheel.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:06	97163/97163	U-----	200	untouched ('')	application/javascript	etag:%2217b8b-5b59fdd226680%22	https://proficient-bimsolutions.com/preview/js/jquery.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/jquery.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	20947/20947	U-----	200	untouched ('')	application/javascript	etag:%2251d3-564de7be9f200%22	https://proficient-bimsolutions.com/preview/js/jquery.magnific-popup.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/jquery.magnific-popup.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	40862/40862	U-----	200	untouched ('')	application/javascript	etag:%229f9e-5b092e472dd00%22	https://proficient-bimsolutions.com/preview/js/jquery.isotope.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/jquery.isotope.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	44348/44348	U-----	200	untouched ('')	application/javascript	etag:%22ad3c-5b01e2a601280%22	https://proficient-bimsolutions.com/preview/js/owl.carousel.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/owl.carousel.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	3691/3691	U-----	200	untouched ('')	application/javascript	etag:%22e6b-5a2eee432bd80%22	https://proficient-bimsolutions.com/preview/js/easypiechart.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/easypiechart.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	1316/1316	U-----	200	untouched ('')	application/javascript	etag:%22524-5a6387103b100%22	https://proficient-bimsolutions.com/preview/js/jquery.countdown.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/jquery.countdown.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	110564/110564	U-----	200	untouched ('')	application/javascript	etag:%221afe4-59864a4c3cc00%22	https://proficient-bimsolutions.com/preview/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	24018/24018	U-----	200	untouched ('')	application/javascript	etag:%225dd2-5b7463b6ac500%22	https://proficient-bimsolutions.com/preview/js/scripts.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/scripts.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:09	9279/9279	U-----	200	untouched ('')	application/javascript	etag:%22243f-5a67359776500%22	https://proficient-bimsolutions.com/preview/js/royal_preloader.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/royal_preloader.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:10	64995/64995	U-----	200	untouched ('')	application/javascript	etag:%22fde3-59864a4c3cc00%22	https://proficient-bimsolutions.com/preview/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:10	193873/193873	U-----	200	untouched ('')	application/javascript	etag:%222f551-59864a500d500%22	https://proficient-bimsolutions.com/preview/plugins/revolution/revolution/js/extensions/revolution-plugin.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/plugins/revolution/revolution/js/extensions/revolution-plugin.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:12	2603/2603	U-----	200	untouched ('')	application/javascript	etag:%22a2b-5b576ec9c7c00%22	https://proficient-bimsolutions.com/preview/js/rev-script-1.js	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/js/rev-script-1.js	(from https://proficient-bimsolutions.com/preview/index.html)
15:55:12	131930/131930	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%222035a-5a1a4b13fa500%22	https://proficient-bimsolutions.com/preview/fonts/fa-brands-400.eot	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/fonts/fa-brands-400.eot	(from https://proficient-bimsolutions.com/preview/css/font-awesome.min.css)
15:55:12	131930/131930	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%222035a-5a1a4b13fa500%22	https://proficient-bimsolutions.com/preview/fonts/fa-brands-400.eot?	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/fonts/fa-brands-400d41d.eot	(from https://proficient-bimsolutions.com/preview/css/font-awesome.min.css)
15:55:12	75936/75936	U-----	200	untouched ('OK')	text/html	etag:%22128a0-5a1a4b13fa500%22	https://proficient-bimsolutions.com/preview/fonts/fa-brands-400.woff2	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/fonts/fa-brands-400.html	(from https://proficient-bimsolutions.com/preview/css/font-awesome.min.css)
15:55:13	34390/34390	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%228656-5a1a4b13fa500%22	https://proficient-bimsolutions.com/preview/fonts/fa-regular-400.eot	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/fonts/fa-regular-400.eot	(from https://proficient-bimsolutions.com/preview/css/font-awesome.min.css)
15:55:13	89100/89100	U-----	200	untouched ('')	application/x-font-woff	etag:%2215c0c-5a1a4b13fa500%22	https://proficient-bimsolutions.com/preview/fonts/fa-brands-400.woff	C:/Users/hp/OneDrive/Desktop/proficient/proficient-bimsolutions.com/preview/fonts/fa-brands-400.woff	(from https://proficient-bimsolutions.com/preview/css/font-awesome.min.css)
